Customer id,Gender,Age,Payment method
C00920,F,66,Credit Card
C00921,F,67,Credit Card
C00922,F,21,Cash
C00923,F,66,Credit Card
C00924,F,27,Credit Card
C00925,M,42,Mobile Payment
C00926,M,65,Credit Card
C00927,M,24,Cash
C00928,M,56,Credit Card
C00929,M,53,Credit Card
C00930,M,26,Credit Card
C00931,F,36,Credit Card
C00932,M,48,Cash
C00933,M,29,Cash
C00934,M,32,Cash
C00935,M,27,Mobile Payment
C00936,M,68,Cash
C00937,F,63,Credit Card
C00938,F,37,Credit Card
C00939,F,56,Credit Card
C00940,F,33,Cash
C00941,M,51,Cash
C00942,M,30,Credit Card
C00943,F,58,Credit Card
C00944,F,58,Credit Card
C00945,F,50,Mobile Payment
C00946,M,32,Credit Card
C00947,F,61,Cash
C00948,F,35,Cash
C00949,F,24,Credit Card
C00950,M,25,Cash
C00951,M,32,Cash
C00952,M,38,Cash
C00953,F,29,Cash
C00954,M,47,Cash
C00955,M,56,Credit Card
C00956,F,60,Mobile Payment
C00957,F,67,Credit Card
C00958,F,20,Credit Card
C00959,F,47,Credit Card
C00960,F,22,Credit Card
C00961,F,37,Credit Card
C00962,M,57,Mobile Payment
C00963,M,51,Cash
C00964,F,31,Cash
C00965,M,28,Credit Card
C00966,M,35,Mobile Payment
C00967,F,66,Mobile Payment
C00968,F,66,Credit Card
C00969,M,36,Credit Card
C00970,F,36,Cash
C00971,M,66,Credit Card
C00972,M,70,Cash
C00973,F,32,Credit Card
C00974,F,20,Cash
C00975,M,64,Cash
C00976,F,36,Credit Card
C00977,M,61,Credit Card
C00978,M,38,Mobile Payment
C00979,F,46,Mobile Payment
C00980,M,34,Cash
C00981,M,61,Cash
C00982,F,43,Credit Card
C00983,M,40,Cash
C00984,F,21,Credit Card
C00985,M,41,Cash
C00986,M,42,Credit Card
C00987,F,45,Cash
C00988,F,21,Cash
C00989,F,21,Cash
C00990,M,49,Credit Card
C00991,M,34,Credit Card
C00992,M,48,Cash
C00993,M,47,Cash
C00994,F,58,Credit Card
C00995,F,42,Credit Card
C00996,F,44,Cash
C00997,M,54,Cash
C00998,M,27,Cash
C00999,F,43,Cash
C01000,M,59,Cash
C01001,F,55,Cash
C01002,M,33,Credit Card
C01003,F,31,Cash
C01004,M,20,Credit Card
C01005,M,51,Cash
C01006,F,26,Credit Card
C01007,M,64,Credit Card
C01008,F,22,Cash
C01009,F,45,Cash
C01010,F,23,Mobile Payment
C01011,F,50,Cash
C01012,M,34,Credit Card
C01013,F,27,Credit Card
C01014,F,30,Cash
C01015,F,42,Cash
C01016,F,24,Cash
C01017,F,69,Mobile Payment
C01018,M,70,Cash
C01019,M,70,Credit Card
C01020,M,29,Credit Card
C01021,M,69,Credit Card
C01022,M,42,Credit Card
C01023,F,46,Mobile Payment
C01024,F,30,Credit Card
C01025,M,40,Cash
C01026,F,24,Cash
C01027,M,68,Cash
C01028,F,26,Credit Card
C01029,M,69,Cash
C01030,M,36,Credit Card
C01031,F,54,Cash
C01032,M,60,Cash
C01033,F,41,Credit Card
C01034,M,31,Cash
C01035,F,50,Credit Card
C01036,M,40,Cash
C01037,F,51,Mobile Payment
C01038,M,55,Cash
C01039,F,63,Credit Card
C01040,F,41,Mobile Payment
C01041,F,48,Cash
C01042,M,33,Credit Card
C01043,M,55,Cash
C01044,F,21,Credit Card
C01045,F,32,Mobile Payment
C01046,M,70,Cash
C01047,F,20,Credit Card
C01048,M,39,Credit Card
C01049,M,60,Credit Card
C01050,M,21,Cash
C01051,F,38,Credit Card
C01052,F,64,Credit Card
C01053,M,58,Cash
C01054,F,51,Cash
C01055,F,32,Cash
C01056,F,20,Credit Card
C01057,M,55,Cash
C01058,M,26,Mobile Payment
C01059,M,30,Cash
C01060,M,53,Credit Card
C01061,M,49,Mobile Payment
C01062,F,33,Credit Card
C01063,F,28,Cash
C01064,M,30,Cash
C01065,M,32,Mobile Payment
C01066,M,23,Cash
C01067,M,34,Credit Card
C01068,M,19,Cash
C01069,M,29,Mobile Payment
C01070,F,68,Cash
C01071,F,66,Mobile Payment
C01072,F,51,Cash
C01073,F,35,Cash
C01074,F,57,Cash
C01075,M,58,Cash
C01076,F,43,Cash
C01077,M,21,Cash
C01078,M,39,Credit Card
C01079,M,40,Cash
C01080,F,35,Credit Card
C01081,M,61,Credit Card
C01082,F,53,Cash
C01083,M,62,Mobile Payment
C01084,M,35,Mobile Payment
C01085,M,21,Cash
C01086,F,63,Mobile Payment
C01087,F,33,Credit Card
C01088,M,28,Credit Card
C01089,M,60,Credit Card
C01090,M,68,Cash
C01091,F,56,Cash
C01092,M,59,Credit Card
C01093,F,33,Cash
C01094,F,19,Mobile Payment
C01095,M,64,Cash
C01096,F,40,Cash
C01097,M,70,Cash
C01098,F,36,Cash
C01099,F,21,Mobile Payment
C01100,F,35,Mobile Payment
C01101,F,60,Cash
C01102,M,32,Credit Card
C01103,M,31,Credit Card
C01104,F,23,Credit Card
C01105,M,47,Cash
C01106,F,38,Cash
C01107,M,26,Cash
C01108,M,66,Credit Card
C01109,F,59,Credit Card
C01110,M,36,Mobile Payment
C01111,M,47,Cash
C01112,F,62,Credit Card
C01113,M,42,Cash
C01114,F,55,Credit Card
C01115,M,33,Cash
C01116,F,40,Credit Card
C01117,M,67,Cash
C01118,F,28,Credit Card
C01119,M,19,Cash
C01120,F,46,Mobile Payment
C01121,F,50,Cash
C01122,M,58,Credit Card
C01123,M,46,Cash
C01124,F,48,Cash
C01125,M,66,Mobile Payment
C01126,F,55,Cash
C01127,M,57,Credit Card
C01128,F,38,Cash
C01129,F,27,Cash
C01130,F,38,Mobile Payment
C01131,F,47,Cash
C01132,F,27,Credit Card
C01133,M,53,Credit Card
C01134,M,22,Credit Card
C01135,M,32,Credit Card
C01136,M,27,Mobile Payment
C01137,F,43,Cash
C01138,M,60,Credit Card
C01139,F,67,Cash
C01140,M,70,Cash
C01141,F,48,Mobile Payment
C01142,M,50,Mobile Payment
C01143,F,53,Mobile Payment
C01144,F,30,Cash
C01145,F,52,Credit Card
C01146,M,56,Cash
C01147,M,55,Cash
C01148,F,62,Credit Card
C01149,F,47,Credit Card
C01150,M,26,Credit Card
C01151,M,23,Credit Card
C01152,F,35,Cash
C01153,F,29,Cash
C01154,F,50,Cash
C01155,M,65,Mobile Payment
C01156,M,32,Credit Card
C01157,M,65,Cash
C01158,M,55,Cash
C01159,M,24,Cash
C01160,M,44,Cash
C01161,M,48,Cash
C01162,F,60,Credit Card
C01163,F,40,Cash
C01164,F,58,Cash
C01165,F,38,Credit Card
C01166,M,27,Cash
C01167,F,37,Cash
C01168,M,49,Credit Card
C01169,F,21,Cash
C01170,F,61,Mobile Payment
C01171,M,58,Cash
C01172,M,26,Credit Card
C01173,M,21,Cash
C01174,M,47,Credit Card
C01175,F,41,Cash
C01176,M,33,Credit Card
C01177,M,70,Credit Card
C01178,M,29,Credit Card
C01179,F,46,Cash
C01180,M,64,Cash
C01181,F,66,Credit Card
C01182,F,51,Credit Card
C01183,F,52,Credit Card
C01184,F,34,Credit Card
C01185,F,45,Credit Card
C01186,M,55,Cash
C01187,M,65,Credit Card
C01188,F,23,Credit Card
C01189,F,21,Cash
C01190,M,26,Credit Card
C01191,F,23,Credit Card
C01192,F,38,Credit Card
C01193,F,33,Cash
C01194,F,28,Cash
C01195,F,61,Mobile Payment
C01196,M,70,Cash
C01197,M,56,Cash
C01198,M,42,Credit Card
C01199,M,67,Credit Card
C01200,F,65,Credit Card
C01201,F,51,Cash
C01202,M,39,Cash
C01203,M,42,Credit Card
C01204,M,53,Cash
C01205,M,24,Credit Card
C01206,M,33,Cash
C01207,M,44,Credit Card
C01208,F,40,Mobile Payment
C01209,M,42,Credit Card
C01210,M,20,Cash
C01211,F,32,Credit Card
C01212,M,32,Cash
C01213,M,36,Cash
C01214,M,69,Cash
C01215,F,19,Cash
C01216,M,54,Credit Card
C01217,M,20,Cash
C01218,F,23,Mobile Payment
C01219,F,52,Mobile Payment
C01220,M,66,Credit Card
C01221,M,68,Mobile Payment
C01222,M,23,Credit Card
C01223,F,24,Mobile Payment
C01224,F,37,Mobile Payment
C01225,M,60,Cash
C01226,M,41,Cash
C01227,M,42,Cash
C01228,F,32,Cash
C01229,F,54,Cash
C01230,F,68,Cash
C01231,M,45,Credit Card
C01232,F,68,Cash
C01233,M,66,Cash
C01234,M,22,Credit Card
C01235,F,58,Cash
C01236,M,32,Credit Card
C01237,M,50,Cash
C01238,M,21,Cash
C01239,F,66,Cash
C01240,M,27,Mobile Payment
C01241,M,55,Credit Card
C01242,M,28,Cash
C01243,F,45,Mobile Payment
C01244,M,27,Credit Card
C01245,M,21,Mobile Payment
C01246,M,38,Cash
C01247,M,27,Cash
C01248,M,34,Cash
C01249,F,66,Credit Card
C01250,F,60,Credit Card
C01251,F,44,Credit Card
C01252,F,61,Cash
C01253,M,19,Credit Card
C01254,F,68,Cash
C01255,F,34,Mobile Payment
C01256,M,33,Credit Card
C01257,F,53,Credit Card
C01258,M,25,Credit Card
C01259,M,62,Credit Card
C01260,F,26,Mobile Payment
C01261,M,31,Mobile Payment
C01262,F,49,Cash
C01263,M,65,Cash
C01264,F,32,Mobile Payment
C01265,F,23,Mobile Payment
C01266,F,34,Credit Card
C01267,M,47,Cash
C01268,M,29,Credit Card
C01269,M,22,Cash
C01270,M,38,Cash
C01271,F,35,Cash
C01272,F,23,Credit Card
C01273,M,57,Cash
C01274,M,54,Cash
C01275,F,43,Cash
C01276,M,36,Cash
C01277,F,61,Credit Card
C01278,F,20,Cash
C01279,F,37,Cash
C01280,F,38,Credit Card
C01281,F,65,Credit Card
C01282,M,69,Credit Card
C01283,F,50,Cash
C01284,F,34,Credit Card
C01285,M,58,Credit Card
C01286,M,30,Cash
C01287,M,65,Credit Card
C01288,F,29,Cash
C01289,M,20,Credit Card
C01290,F,22,Credit Card
C01291,F,56,Mobile Payment
C01292,M,61,Cash
C01293,M,52,Credit Card
C01294,M,27,Credit Card
C01295,M,26,Cash
C01296,F,40,Mobile Payment
C01297,M,42,Credit Card
C01298,M,49,Credit Card
C01299,M,30,Credit Card
C01300,F,40,Cash
C01301,F,56,Mobile Payment
C01302,F,51,Credit Card
C01303,M,49,Cash
C01304,F,30,Credit Card
C01305,M,50,Credit Card
C01306,M,35,Mobile Payment
C01307,M,32,Cash
C01308,M,25,Mobile Payment
C01309,F,59,Cash
C01310,F,44,Credit Card
C01311,F,20,Mobile Payment
C01312,F,23,Credit Card
C01313,M,63,Credit Card
C01314,M,34,Cash
C01315,M,35,Cash
C01316,M,65,Cash
C01317,F,57,Cash
C01318,M,70,Credit Card
C01319,M,64,Cash
C01320,F,43,Cash
C01321,F,49,Mobile Payment
C01322,M,58,Cash
C01323,F,63,Credit Card
C01324,M,28,Cash
C01325,M,64,Cash
C01326,F,59,Cash
C01327,M,44,Credit Card
C01328,M,42,Cash
C01329,F,32,Mobile Payment
C01330,F,42,Cash
C01331,F,61,Mobile Payment
C01332,M,26,Mobile Payment
C01333,F,36,Credit Card
C01334,M,31,Cash
C01335,M,50,Cash
C01336,M,26,Cash
C01337,F,33,Cash
C01338,M,45,Credit Card
C01339,M,67,Credit Card
C01340,M,63,Credit Card
C01341,M,46,Credit Card
C01342,F,40,Credit Card
C01343,M,31,Credit Card
C01344,F,30,Credit Card
C01345,F,30,Cash
C01346,F,58,Cash
C01347,F,31,Mobile Payment
C01348,F,54,Cash
C01349,F,27,Mobile Payment
C01350,F,63,Cash
C01351,F,41,Cash
C01352,M,24,Cash
C01353,F,33,Credit Card
C01354,F,59,Mobile Payment
C01355,M,32,Cash
C01356,M,40,Cash
C01357,F,36,Mobile Payment
C01358,F,48,Credit Card
C01359,M,42,Mobile Payment
C01360,F,66,Cash
C01361,F,28,Credit Card
C01362,F,24,Cash
C01363,F,68,Mobile Payment
C01364,M,60,Credit Card
C01365,M,59,Credit Card
C01366,M,32,Credit Card
C01367,M,44,Cash
C01368,F,36,Credit Card
C01369,M,19,Cash
C01370,F,41,Credit Card
C01371,M,70,Cash
C01372,F,33,Cash
C01373,M,40,Cash
C01374,F,39,Credit Card
C01375,F,63,Mobile Payment
C01376,M,52,Cash
C01377,M,33,Credit Card
C01378,F,62,Mobile Payment
C01379,M,29,Mobile Payment
C01380,F,68,Mobile Payment
C01381,F,60,Cash
C01382,F,20,Cash
C01383,M,52,Credit Card
C01384,F,46,Credit Card
C01385,M,54,Credit Card
C01386,M,68,Credit Card
C01387,F,60,Cash
C01388,M,28,Cash
C01389,M,70,Credit Card
C01390,M,21,Credit Card
C01391,M,45,Cash
C01392,F,51,Credit Card
C01393,F,27,Mobile Payment
C01394,M,55,Cash
C01395,F,21,Cash
C01396,M,21,Credit Card
C01397,M,55,Credit Card
C01398,F,29,Cash
C01399,M,49,Cash
C01400,M,61,Cash
C01401,M,27,Credit Card
C01402,F,63,Cash
C01403,F,69,Cash
C01404,F,49,Credit Card
C01405,M,52,Credit Card
C01406,M,31,Mobile Payment
C01407,M,39,Cash
C01408,M,46,Cash
C01409,F,53,Credit Card
C01410,M,56,Cash
C01411,F,38,Cash
C01412,M,56,Cash
C01413,F,25,Cash
C01414,M,29,Credit Card
C01415,F,39,Credit Card
C01416,F,60,Mobile Payment
C01417,M,38,Mobile Payment
C01418,M,22,Cash
C01419,F,65,Mobile Payment
C01420,M,66,Cash
C01421,M,60,Cash
C01422,M,28,Mobile Payment
C01423,M,21,Mobile Payment
C01424,F,60,Credit Card
C01425,F,45,Cash
C01426,F,24,Credit Card
C01427,F,69,Mobile Payment
C01428,M,50,Cash
C01429,M,62,Credit Card
C01430,F,53,Credit Card
C01431,F,24,Cash
C01432,M,42,Credit Card
C01433,M,44,Credit Card
C01434,F,64,Credit Card
C01435,M,56,Cash
C01436,F,60,Cash
C01437,M,28,Cash
C01438,M,55,Credit Card
C01439,F,54,Cash
C01440,M,52,Cash
C01441,F,32,Cash
C01442,F,68,Cash
C01443,M,31,Credit Card
C01444,F,53,Credit Card
C01445,M,55,Mobile Payment
C01446,F,62,Credit Card
C01447,M,55,Cash
C01448,F,36,Credit Card
C01449,F,25,Cash
C01450,M,30,Credit Card
C01451,M,26,Mobile Payment
C01452,F,35,Credit Card
C01453,M,47,Credit Card
C01454,M,61,Credit Card
C01455,M,22,Cash
C01456,M,33,Credit Card
C01457,M,64,Credit Card
C01458,F,21,Cash
C01459,F,69,Mobile Payment
C01460,F,59,Credit Card
C01461,M,27,Credit Card
C01462,F,25,Cash
C01463,F,70,Credit Card
C01464,M,42,Cash
C01465,F,40,Cash
C01466,F,50,Cash
C01467,M,39,Mobile Payment
C01468,M,33,Cash
C01469,M,19,Credit Card
C01470,F,36,Cash
C01471,M,47,Credit Card
C01472,M,30,Mobile Payment
C01473,F,28,Mobile Payment
C01474,F,50,Cash
C01475,F,35,Credit Card
C01476,F,46,Cash
C01477,F,48,Mobile Payment
C01478,M,54,Cash
C01479,M,56,Credit Card
C01480,F,21,Mobile Payment
C01481,F,22,Mobile Payment
C01482,M,60,Cash
C01483,F,45,Credit Card
C01484,F,53,Credit Card
C01485,F,39,Credit Card
C01486,M,23,Credit Card
C01487,F,63,Mobile Payment
C01488,F,49,Cash
C01489,M,63,Credit Card
C01490,M,44,Cash
C01491,F,22,Cash
C01492,M,33,Credit Card
C01493,M,66,Cash
C01494,M,32,Cash
C01495,F,41,Credit Card
C01496,M,24,Mobile Payment
C01497,F,35,Cash
C01498,F,47,Cash
C01499,F,28,Credit Card
C01500,F,53,Credit Card
C01501,F,53,Mobile Payment
C01502,M,64,Cash
C01503,F,41,Credit Card
C01504,F,32,Credit Card
C01505,F,23,Cash
C01506,F,47,Credit Card
C01507,F,26,Cash
C01508,M,41,Cash
C01509,F,60,Credit Card
C01510,F,42,Credit Card
C01511,F,27,Cash
C01512,F,37,Cash
C01513,F,53,Credit Card
C01514,F,42,Cash
C01515,F,48,Credit Card
C01516,F,62,Credit Card
C01517,F,27,Credit Card
C01518,F,37,Credit Card
C01519,F,60,Cash
C01520,M,23,Cash
C01521,M,60,Cash
C01522,F,68,Cash
C01523,F,52,Credit Card
C01524,M,20,Mobile Payment
C01525,M,52,Cash
C01526,F,25,Cash
C01527,M,31,Cash
C01528,M,49,Credit Card
C01529,M,37,Cash
C01530,M,31,Credit Card
C01531,M,24,Credit Card
C01532,M,41,Cash
C01533,M,19,Cash
C01534,F,43,Mobile Payment
C01535,M,28,Credit Card
C01536,M,65,Credit Card
C01537,M,22,Credit Card
C01538,M,36,Cash
C01539,F,38,Credit Card
C01540,F,65,Credit Card
C01541,M,51,Cash
C01542,F,49,Credit Card
C01543,M,30,Cash
C01544,M,48,Credit Card
C01545,M,66,Credit Card
C01546,F,43,Mobile Payment
C01547,F,31,Cash
C01548,M,59,Credit Card
C01549,F,19,Credit Card
C01550,F,51,Mobile Payment
C01551,M,30,Mobile Payment
C01552,M,32,Mobile Payment
C01553,F,44,Credit Card
C01554,F,63,Cash
C01555,F,65,Cash
C01556,F,67,Credit Card
C01557,F,44,Mobile Payment
C01558,M,28,Credit Card
C01559,M,54,Credit Card
C01560,F,34,Cash
C01561,M,61,Cash
C01562,F,46,Credit Card
C01563,M,49,Credit Card
C01564,M,31,Credit Card
C01565,F,66,Credit Card
C01566,M,43,Credit Card
C01567,M,64,Cash
C01568,M,29,Credit Card
C01569,M,53,Cash
C01570,F,19,Cash
C01571,M,20,Cash
C01572,M,46,Credit Card
C01573,M,53,Credit Card
C01574,M,64,Credit Card
C01575,M,33,Credit Card
C01576,F,40,Cash
C01577,M,53,Cash
C01578,F,69,Cash
C01579,F,44,Mobile Payment
C01580,M,27,Credit Card
C01581,M,42,Cash
C01582,M,24,Mobile Payment
C01583,F,51,Credit Card
C01584,F,66,Cash
C01585,M,32,Cash
C01586,F,49,Credit Card
C01587,M,65,Cash
C01588,F,60,Credit Card
C01589,M,56,Cash
C01590,M,43,Cash
C01591,M,68,Cash
C01592,F,25,Cash
C01593,F,51,Credit Card
C01594,M,55,Mobile Payment
C01595,M,36,Cash
C01596,M,31,Credit Card
C01597,F,69,Credit Card
C01598,M,69,Cash
C01599,F,55,Credit Card
C01600,M,30,Cash
C01601,M,37,Credit Card
C01602,F,43,Credit Card
C01603,M,32,Cash
C01604,F,31,Mobile Payment
C01605,M,50,Credit Card
C01606,M,42,Cash
C01607,M,68,Credit Card
C01608,M,51,Cash
C01609,F,58,Credit Card
C01610,M,48,Cash
C01611,F,24,Mobile Payment
C01612,F,26,Cash
C01613,F,48,Cash
C01614,M,52,Mobile Payment
C01615,M,60,Credit Card
C01616,M,59,Cash
C01617,M,37,Credit Card
C01618,F,53,Credit Card
C01619,M,61,Credit Card
C01620,M,54,Mobile Payment
C01621,M,38,Cash
C01622,F,62,Mobile Payment
C01623,F,43,Credit Card
C01624,M,32,Cash
C01625,M,30,Cash
C01626,M,51,Cash
C01627,M,55,Credit Card
C01628,M,59,Cash
C01629,M,66,Credit Card
C01630,M,64,Credit Card
C01631,F,68,Cash
C01632,F,47,Credit Card
C01633,F,35,Credit Card
C01634,F,47,Cash
C01635,F,65,Credit Card
C01636,M,19,Cash
C01637,M,32,Cash
C01638,F,56,Credit Card
C01639,M,70,Credit Card
C01640,M,39,Cash
C01641,F,65,Cash
C01642,F,56,Cash
C01643,F,69,Credit Card
C01644,M,35,Cash
C01645,M,68,Mobile Payment
C01646,M,34,Mobile Payment
C01647,F,19,Cash
C01648,F,66,Cash
C01649,F,20,Credit Card
C01650,F,19,Credit Card
C01651,F,52,Credit Card
C01652,M,67,Cash
C01653,M,37,Mobile Payment
C01654,F,57,Cash
C01655,F,37,Credit Card
C01656,F,36,Credit Card
C01657,F,29,Cash
C01658,M,51,Cash
C01659,F,59,Cash
C01660,F,31,Mobile Payment
C01661,M,40,Cash
C01662,M,62,Cash
C01663,M,19,Credit Card
C01664,M,48,Cash
C01665,M,56,Credit Card
C01666,M,21,Cash
C01667,M,30,Credit Card
C01668,F,49,Credit Card
C01669,M,49,Credit Card
C01670,M,25,Cash
C01671,F,51,Cash
C01672,F,41,Cash
C01673,F,23,Cash
C01674,M,40,Cash
C01675,F,23,Credit Card
C01676,M,41,Credit Card
C01677,M,58,Cash
C01678,F,27,Credit Card
C01679,M,68,Cash
C01680,F,40,Credit Card
C01681,M,21,Cash
C01682,F,62,Credit Card
C01683,M,58,Credit Card
C01684,F,27,Cash
C01685,F,52,Mobile Payment
C01686,M,48,Credit Card
C01687,M,56,Credit Card
C01688,F,69,Credit Card
C01689,M,52,Cash
C01690,F,62,Cash
C01691,M,25,Credit Card
C01692,M,19,Cash
C01693,M,25,Mobile Payment
C01694,F,66,Credit Card
C01695,M,22,Cash
C01696,F,61,Credit Card
C01697,M,65,Credit Card
C01698,F,41,Mobile Payment
C01699,M,27,Cash
C01700,M,50,Credit Card
C01701,M,53,Cash
C01702,F,58,Mobile Payment
C01703,F,64,Cash
C01704,F,67,Credit Card
C01705,M,66,Mobile Payment
C01706,M,51,Cash
C01707,M,25,Cash
C01708,F,66,Mobile Payment
C01709,F,50,Credit Card
C01710,M,54,Mobile Payment
C01711,F,45,Mobile Payment
C01712,F,22,Cash
C01713,F,59,Credit Card
C01714,M,30,Cash
C01715,M,30,Credit Card
C01716,M,21,Mobile Payment
C01717,M,64,Cash
C01718,F,20,Mobile Payment
C01719,M,68,Cash
C01720,M,22,Credit Card
C01721,M,49,Cash
C01722,M,21,Cash
C01723,F,47,Cash
C01724,F,31,Cash
C01725,F,36,Credit Card
C01726,F,21,Credit Card
C01727,F,34,Cash
C01728,M,23,Credit Card
C01729,M,46,Credit Card
C01730,M,39,Cash
C01731,F,29,Cash
C01732,M,27,Cash
C01733,F,23,Cash
C01734,M,66,Cash
C01735,F,24,Mobile Payment
C01736,M,31,Cash
C01737,M,31,Credit Card
C01738,F,24,Cash
C01739,F,54,Credit Card
C01740,F,59,Cash
C01741,F,42,Mobile Payment
C01742,M,69,Cash
C01743,F,37,Cash
C01744,M,53,Cash
C01745,M,34,Cash
C01746,M,23,Credit Card
C01747,F,20,Credit Card
C01748,M,34,Credit Card
C01749,M,28,Cash
C01750,F,52,Mobile Payment
C01751,M,44,Credit Card
C01752,F,38,Mobile Payment
C01753,M,19,Cash
C01754,M,53,Credit Card
C01755,F,42,Cash
C01756,F,22,Credit Card
C01757,F,43,Credit Card
C01758,M,62,Cash
C01759,M,30,Credit Card
C01760,F,25,Mobile Payment
C01761,F,49,Cash
C01762,M,20,Cash
C01763,M,41,Mobile Payment
C01764,F,28,Mobile Payment
C01765,M,53,Credit Card
C01766,M,61,Credit Card
C01767,F,68,Credit Card
C01768,M,35,Mobile Payment
C01769,M,39,Credit Card
C01770,M,51,Credit Card
C01771,M,53,Cash
C01772,M,22,Cash
C01773,F,52,Credit Card
C01774,F,21,Cash
C01775,F,29,Cash
C01776,F,58,Cash
C01777,F,28,Credit Card
C01778,M,49,Cash
C01779,M,32,Credit Card
C01780,F,64,Cash
C01781,M,32,Mobile Payment
C01782,M,34,Cash
C01783,F,21,Cash
C01784,M,62,Credit Card
C01785,M,66,Cash
C01786,M,54,Cash
C01787,M,33,Cash
C01788,M,19,Cash
C01789,M,62,Cash
C01790,M,49,Mobile Payment
C01791,M,33,Credit Card
C01792,M,25,Cash
C01793,M,54,Mobile Payment
C01794,F,25,Credit Card
C01795,M,54,Cash
C01796,M,37,Cash
C01797,M,22,Cash
C01798,M,69,Cash
C01799,M,48,Credit Card
C01800,M,38,Cash
C01801,F,39,Credit Card
C01802,M,20,Credit Card
C01803,M,26,Credit Card
C01804,F,65,Cash
C01805,F,53,Cash
C01806,M,64,Cash
C01807,M,54,Cash
C01808,M,46,Mobile Payment
C01809,M,42,Cash
C01810,M,46,Credit Card
C01811,F,60,Cash
C01812,M,21,Credit Card
C01813,M,69,Cash
C01814,M,31,Cash
C01815,F,44,Mobile Payment
C01816,F,44,Cash
C01817,F,65,Mobile Payment
C01818,F,39,Credit Card
C01819,F,64,Cash
C01820,M,33,Mobile Payment
C01821,F,34,Credit Card
C01822,M,40,Credit Card
C01823,F,34,Cash
C01824,M,36,Credit Card
C01825,M,67,Cash
C01826,M,29,Mobile Payment
C01827,M,50,Credit Card
C01828,M,31,Cash
C01829,M,56,Cash
C01830,M,40,Credit Card
C01831,F,23,Credit Card
C01832,M,21,Credit Card
C01833,M,36,Credit Card
C01834,F,69,Cash
C01835,F,28,Mobile Payment
C01836,M,52,Credit Card
C01837,F,59,Mobile Payment
C01838,M,47,Credit Card
C01839,M,53,Credit Card
C01840,F,33,Cash
